"Input invariants"	"Petal permutation"	"Actual invariants"
"{ 6.,  4., -2.,  7.}"	"{-0.0053, -0.0053, -0.0052, -0.0047, -0.0036, -0.0030, -0.0063, -0.0053, -0.0015, -0.0020, -0.0023, -0.0048, -0.0020, -0.0009, -0.0014, -0.0030, -0.0013, -0.0033, -0.0016, -0.0007, -0.0056,  0.2127, -0.0009,  0.1688,  0.1173}"	"{11, 6, 2, 183, {{-4, -2}, {-3, 6}, {-2, -12}, {-1, 20}, {0, -25}, {1, 29}, {2, -29}, {3, 25}, {4, -18}, {5, 11}, {6, -5}, {7, 1}}, {{-3, 4}, {-2, -19}, {-1, 42}, {0, -53}, {1, 42}, {2, -19}, {3, 4}}}"
"{13., 12., -6.,  3.}"	"{-0.0100, -0.0107, -0.0108, -0.0080, -0.0079, -0.0062, -0.0092, -0.0110, -0.0044, -0.0042, -0.0055, -0.0075, -0.0035, -0.0013, -0.0031, -0.0102, -0.0011, -0.0048, -0.0043, -0.0021, -0.0126,  0.8320,  0.3000,  0.8385,  0.1821}"	"{10, 8, 4, 45, {{-2, 1}, {-1, -2}, {0, 4}, {1, -5}, {2, 7}, {3, -7}, {4, 6}, {5, -6}, {6, 4}, {7, -2}, {8, 1}}, {{-4, 1}, {-3, -5}, {-2, 8}, {-1, -6}, {0, 5}, {1, -6}, {2, 8}, {3, -5}, {4, 1}}}"
"{ 16.,  10.,  -2., 223.}"	"{-0.1087, -0.0875, -0.1178, -0.0910, -0.0739, -0.0593, -0.0994, -0.1389, -0.0222, -0.0168, -0.0463, -0.0973, -0.0472, -0.0038, -0.0596, -0.0374, -0.0047, -0.0355, -0.0687, -0.0304, -0.0921,  0.3037, -0.0560, -0.0036, -0.0196}"	"{24, 14, -2, 631, {{-15, 1}, {-14, -2}, {-13, 1}, {-12, 2}, {-11, -4}, {-10, -3}, {-9, 16}, {-8, -20}, {-7, -4}, {-6, 53}, {-5, -98}, {-4, 107}, {-3, -64}, {-2, -16}, {-1, 110}, {0, -190}, {1, 233}, {2, -220}, {3, 155}, {4, -67}, {5, -2}, {6, 30}, {7, -26}, {8, 11}, {9, -2}}, {{-7, -2}, {-6, 6}, {-5, -4}, {-4, -6}, {-3, 35}, {-2, -89}, {-1, 129}, {0, -137}, {1, 129}, {2, -89}, {3, 35}, {4, -6}, {5, -4}, {6, 6}, {7, -2}}}"
"{ 7.,  4., -2., 15.}"	"{-0.0080, -0.0084, -0.0085, -0.0068, -0.0051, -0.0051, -0.0092, -0.0088, -0.0024, -0.0020, -0.0033, -0.0078, -0.0033, -0.0011, -0.0026, -0.0037, -0.0013, -0.0048, -0.0035, -0.0014, -0.0083,  0.1848, -0.0028,  0.0804,  0.0367}"	"{6, 2, 0, 9, {{-2, 1}, {-1, -1}, {0, 2}, {1, -2}, {2, 1}, {3, -1}, {4, 1}}, {{-1, -2}, {0, 5}, {1, -2}}}"
"{10.,  4.,  0., 45.}"	"{-2.1782e-02, -1.9234e-02, -2.4011e-02, -1.8011e-02, -1.5213e-02, -1.2875e-02, -2.1349e-02, -2.6404e-02, -4.7249e-03, -3.4904e-03, -8.9165e-03, -1.9581e-02, -9.4570e-03, -1.3169e-03, -1.0260e-02, -7.8110e-03, -1.6519e-03, -9.2195e-03, -1.2698e-02, -5.7262e-03, -1.9579e-02,  2.0749e-01, -1.0671e-02, -1.5216e-05, -2.1697e-03}"	"{20, 14, -4, 53, {{-16, 1}, {-15, -6}, {-14, 18}, {-13, -36}, {-12, 50}, {-11, -50}, {-10, 31}, {-8, -30}, {-7, 49}, {-6, -53}, {-5, 42}, {-4, -19}, {-3, -5}, {-2, 22}, {-1, -22}, {0, 12}, {1, -1}, {2, -4}, {3, 3}, {4, -1}}, {{-7, 1}, {-6, -2}, {-5, -2}, {-4, 14}, {-3, -23}, {-2, 14}, {-1, 11}, {0, -25}, {1, 11}, {2, 14}, {3, -23}, {4, 14}, {5, -2}, {6, -2}, {7, 1}}}"
"{ 14.,  10.,  -4., 209.}"	"{-0.1016, -0.0819, -0.1102, -0.0853, -0.0688, -0.0558, -0.0929, -0.1298, -0.0213, -0.0159, -0.0435, -0.0916, -0.0442, -0.0036, -0.0557, -0.0347, -0.0044, -0.0333, -0.0643, -0.0280, -0.0866,  0.3055, -0.0520, -0.0033, -0.0187}"	"{23, 16, -2, 1251, {{-16, 1}, {-15, -2}, {-14, 1}, {-13, 3}, {-12, -9}, {-11, 5}, {-10, 17}, {-9, -51}, {-8, 70}, {-7, -45}, {-6, -33}, {-5, 145}, {-4, -252}, {-3, 322}, {-2, -331}, {-1, 277}, {0, -174}, {1, 60}, {2, 26}, {3, -60}, {4, 51}, {5, -27}, {6, 8}, {7, -1}}, {{-8, 1}, {-7, -3}, {-6, 2}, {-5, 6}, {-4, -24}, {-3, 74}, {-2, -161}, {-1, 236}, {0, -261}, {1, 236}, {2, -161}, {3, 74}, {4, -24}, {5, 6}, {6, 2}, {7, -3}, {8, 1}}}"
"{ 8.,  6.,  2., 15.}"	"{-0.0081, -0.0079, -0.0079, -0.0066, -0.0059, -0.0044, -0.0093, -0.0092, -0.0022, -0.0025, -0.0030, -0.0067, -0.0025, -0.0008, -0.0025, -0.0038, -0.0008, -0.0048, -0.0032, -0.0016, -0.0083,  0.1576, -0.0030,  0.0877,  0.1214}"	"{12, 6, -2, 11, {{-14, -1}, {-13, 3}, {-12, -5}, {-11, 7}, {-10, -7}, {-9, 5}, {-8, -3}, {-7, -1}, {-6, 4}, {-5, -5}, {-4, 5}, {-3, -3}, {-2, 2}}, {{-3, -1}, {-2, 2}, {-1, 4}, {0, -9}, {1, 4}, {2, 2}, {3, -1}}}"
"{ 8.,  4., -2., 19.}"	"{-0.0099, -0.0101, -0.0109, -0.0085, -0.0067, -0.0064, -0.0110, -0.0115, -0.0028, -0.0021, -0.0042, -0.0097, -0.0042, -0.0012, -0.0036, -0.0046, -0.0015, -0.0057, -0.0050, -0.0020, -0.0101,  0.1907, -0.0041,  0.0529,  0.0021}"	"{0, 0, -Sign[Eigenvalues[{}]], 1, {{-1/2, 0}}, {{0, 1}}}"
"{ 23.,  16.,   8., 533.}"	"{-0.2615, -0.2045, -0.2793, -0.2162, -0.1775, -0.1389, -0.2371, -0.3351, -0.0522, -0.0421, -0.1134, -0.2303, -0.1157, -0.0081, -0.1466, -0.0887, -0.0054, -0.0817, -0.1681, -0.0725, -0.2172,  0.1793, -0.1357, -0.0097, -0.0491}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{ 14.,  14., -10.,  79.}"	"{-0.0378, -0.0357, -0.0446, -0.0334, -0.0248, -0.0229, -0.0375, -0.0488, -0.0103, -0.0061, -0.0169, -0.0376, -0.0146, -0.0029, -0.0179, -0.0133, -0.0041, -0.0155, -0.0228, -0.0088, -0.0366,  0.3609, -0.0172,  0.0133, -0.0082}"	"{24, 12, 0, 1197, {{-14, 1}, {-13, -1}, {-12, -6}, {-11, 30}, {-10, -74}, {-9, 115}, {-8, -116}, {-7, 51}, {-6, 70}, {-5, -207}, {-4, 313}, {-3, -355}, {-2, 323}, {-1, -227}, {0, 104}, {1, 2}, {2, -53}, {3, 46}, {4, -9}, {5, -22}, {6, 32}, {7, -25}, {8, 13}, {9, -5}, {10, 1}}, {{-6, 2}, {-5, -9}, {-4, 20}, {-3, -45}, {-2, 122}, {-1, -245}, {0, 311}, {1, -245}, {2, 122}, {3, -45}, {4, 20}, {5, -9}, {6, 2}}}"
"{ 9.,  6.,  2., 11.}"	"{-0.0067, -0.0066, -0.0064, -0.0052, -0.0051, -0.0035, -0.0079, -0.0076, -0.0019, -0.0026, -0.0023, -0.0058, -0.0020, -0.0008, -0.0018, -0.0036, -0.0009, -0.0044, -0.0021, -0.0013, -0.0075,  0.2280, -0.0019,  0.1778,  0.2166}"	"{10, 6, -4, 21, {{-10, -1}, {-9, 1}, {-7, -1}, {-6, 3}, {-5, -4}, {-4, 4}, {-3, -4}, {-2, 4}, {-1, -2}, {0, 1}}, {{-3, -1}, {-2, 4}, {-1, -4}, {0, 3}, {1, -4}, {2, 4}, {3, -1}}}"
"{ 13.,  10.,  -4., 477.}"	"{-0.2343, -0.1836, -0.2505, -0.1952, -0.1585, -0.1250, -0.2118, -0.3016, -0.0484, -0.0387, -0.1019, -0.2094, -0.1035, -0.0073, -0.1323, -0.0794, -0.0062, -0.0720, -0.1511, -0.0652, -0.1956,  0.1771, -0.1212, -0.0084, -0.0464}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{  23.,   18.,    0., 1889.}"	"{-0.9312, -0.7192, -0.9894, -0.7685, -0.6266, -0.4909, -0.8392, -1.2017, -0.1901, -0.1567, -0.4087, -0.8291, -0.4165, -0.0285, -0.5313, -0.3156, -0.0145, -0.2773, -0.6060, -0.2575, -0.7682, -0.0033, -0.4853, -0.0352, -0.1894}"	"{20, 12, -4, 73, {{-15, -1}, {-14, 5}, {-13, -15}, {-12, 26}, {-11, -25}, {-10, 2}, {-9, 38}, {-8, -78}, {-7, 98}, {-6, -89}, {-5, 54}, {-4, -2}, {-3, -50}, {-2, 88}, {-1, -96}, {0, 76}, {1, -41}, {2, 12}, {3, 1}, {4, -3}, {5, 1}}, {{-6, 1}, {-5, 1}, {-4, -5}, {-3, -5}, {-2, 22}, {-1, -14}, {0, 1}, {1, -14}, {2, 22}, {3, -5}, {4, -5}, {5, 1}, {6, 1}}}"
"{ 8.,  4., -2., 27.}"	"{-0.0129, -0.0126, -0.0145, -0.0110, -0.0087, -0.0083, -0.0135, -0.0153, -0.0034, -0.0022, -0.0053, -0.0126, -0.0055, -0.0013, -0.0053, -0.0050, -0.0019, -0.0066, -0.0071, -0.0029, -0.0128,  0.2203, -0.0057,  0.0165, -0.0007}"	"{11, 8, -2, 127, {{-8, -1}, {-7, 3}, {-6, -8}, {-5, 13}, {-4, -17}, {-3, 21}, {-2, -20}, {-1, 18}, {0, -13}, {1, 8}, {2, -4}, {3, 1}}, {{-4, -1}, {-3, 6}, {-2, -15}, {-1, 26}, {0, -31}, {1, 26}, {2, -15}, {3, 6}, {4, -1}}}"
"{12.,  6., -6., 15.}"	"{-0.0098, -0.0121, -0.0114, -0.0099, -0.0070, -0.0062, -0.0118, -0.0121, -0.0029, -0.0026, -0.0051, -0.0098, -0.0030, -0.0015, -0.0026, -0.0061, -0.0019, -0.0057, -0.0050, -0.0013, -0.0105,  0.3434, -0.0026,  0.3329, -0.0007}"	"{9, 6, 4, 45, {{2, 2}, {3, -3}, {4, 5}, {5, -7}, {6, 8}, {7, -7}, {8, 6}, {9, -4}, {10, 2}, {11, -1}}, {{-3, -1}, {-2, 6}, {-1, -10}, {0, 11}, {1, -10}, {2, 6}, {3, -1}}}"
"{14.,  8.,  6., 39.}"	"{-0.0191, -0.0174, -0.0210, -0.0148, -0.0143, -0.0107, -0.0193, -0.0230, -0.0042, -0.0035, -0.0078, -0.0161, -0.0074, -0.0013, -0.0085, -0.0070, -0.0006, -0.0097, -0.0102, -0.0049, -0.0182,  0.2216, -0.0094,  0.0622, -0.0006}"	"{13, 8, -2, 467, {{-10, -2}, {-9, 6}, {-8, -15}, {-7, 29}, {-6, -45}, {-5, 61}, {-4, -70}, {-3, 71}, {-2, -63}, {-1, 49}, {0, -32}, {1, 17}, {2, -6}, {3, 1}}, {{-4, -2}, {-3, 15}, {-2, -50}, {-1, 102}, {0, -129}, {1, 102}, {2, -50}, {3, 15}, {4, -2}}}"
"{  17.,   12.,   -8., 2133.}"	"{-1.0522, -0.8121, -1.1175, -0.8689, -0.7073, -0.5548, -0.9478, -1.3595, -0.2158, -0.1779, -0.4625, -0.9392, -0.4713, -0.0322, -0.6016, -0.3569, -0.0165, -0.3111, -0.6860, -0.2911, -0.8679, -0.0046, -0.5486, -0.0397, -0.2162}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{  19.,   16.,    8., 1613.}"	"{-0.7962, -0.6134, -0.8446, -0.6555, -0.5349, -0.4186, -0.7172, -1.0258, -0.1618, -0.1342, -0.3492, -0.7067, -0.3565, -0.0244, -0.4540, -0.2698, -0.0110, -0.2374, -0.5176, -0.2197, -0.6552, -0.0038, -0.4146, -0.0306, -0.1606}"	"{20, 12, -4, 73, {{-15, -1}, {-14, 5}, {-13, -15}, {-12, 26}, {-11, -25}, {-10, 2}, {-9, 38}, {-8, -78}, {-7, 98}, {-6, -89}, {-5, 54}, {-4, -2}, {-3, -50}, {-2, 88}, {-1, -96}, {0, 76}, {1, -41}, {2, 12}, {3, 1}, {4, -3}, {5, 1}}, {{-6, 1}, {-5, 1}, {-4, -5}, {-3, -5}, {-2, 22}, {-1, -14}, {0, 1}, {1, -14}, {2, 22}, {3, -5}, {4, -5}, {5, 1}, {6, 1}}}"
"{ 12.,   6.,   2., 271.}"	"{-0.1331, -0.1045, -0.1422, -0.1103, -0.0904, -0.0713, -0.1208, -0.1699, -0.0264, -0.0212, -0.0573, -0.1176, -0.0592, -0.0041, -0.0741, -0.0454, -0.0034, -0.0418, -0.0852, -0.0371, -0.1106,  0.1601, -0.0691, -0.0048, -0.0242}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
"{12.,  8., -4.,  5.}"	"{-0.0078, -0.0086, -0.0083, -0.0067, -0.0058, -0.0047, -0.0078, -0.0082, -0.0031, -0.0038, -0.0045, -0.0064, -0.0024, -0.0012, -0.0021, -0.0073, -0.0012, -0.0041, -0.0028, -0.0015, -0.0097,  0.6247,  0.1879,  0.6397,  0.1361}"	"{7, 4, 0, 21, {{-4, 1}, {-3, -2}, {-2, 3}, {-1, -4}, {0, 4}, {1, -3}, {2, 3}, {3, -1}}, {{-2, 1}, {-1, -5}, {0, 9}, {1, -5}, {2, 1}}}"
"{1.9000e+01, 1.2000e+01, 2.0000e+00, 3.8710e+03}"	"{-1.9121, -1.4700, -2.0261, -1.5747, -1.2823, -1.0041, -1.7205, -2.4689, -0.3904, -0.3246, -0.8405, -1.7029, -0.8587, -0.0583, -1.0949, -0.6493, -0.0254, -0.5620, -1.2484, -0.5278, -1.5714, -0.0140, -0.9986, -0.0739, -0.3941}"	"{18, 12, -4, 285, {{-15, -1}, {-13, 9}, {-12, -30}, {-11, 57}, {-10, -75}, {-9, 69}, {-8, -37}, {-7, -12}, {-6, 65}, {-5, -106}, {-4, 125}, {-3, -116}, {-2, 85}, {-1, -44}, {0, 13}, {1, 1}, {2, -3}, {3, 1}}, {{-6, 1}, {-5, 1}, {-4, -8}, {-2, 37}, {-1, -72}, {0, 83}, {1, -72}, {2, 37}, {4, -8}, {5, 1}, {6, 1}}}"
"{ 12.,  10.,   0., 237.}"	"{-0.1157, -0.0917, -0.1240, -0.0966, -0.0786, -0.0623, -0.1050, -0.1476, -0.0237, -0.0185, -0.0496, -0.1029, -0.0508, -0.0039, -0.0641, -0.0390, -0.0040, -0.0373, -0.0736, -0.0322, -0.0973,  0.2255, -0.0592, -0.0039, -0.0211}"	"{24, 14, -2, 631, {{-15, 1}, {-14, -2}, {-13, 1}, {-12, 2}, {-11, -4}, {-10, -3}, {-9, 16}, {-8, -20}, {-7, -4}, {-6, 53}, {-5, -98}, {-4, 107}, {-3, -64}, {-2, -16}, {-1, 110}, {0, -190}, {1, 233}, {2, -220}, {3, 155}, {4, -67}, {5, -2}, {6, 30}, {7, -26}, {8, 11}, {9, -2}}, {{-7, -2}, {-6, 6}, {-5, -4}, {-4, -6}, {-3, 35}, {-2, -89}, {-1, 129}, {0, -137}, {1, 129}, {2, -89}, {3, 35}, {4, -6}, {5, -4}, {6, 6}, {7, -2}}}"
"{ 20.,  12.,  -4., 645.}"	"{-0.3162, -0.2481, -0.3384, -0.2634, -0.2143, -0.1689, -0.2862, -0.4077, -0.0647, -0.0516, -0.1376, -0.2825, -0.1398, -0.0098, -0.1786, -0.1075, -0.0080, -0.0969, -0.2045, -0.0881, -0.2636,  0.2286, -0.1644, -0.0114, -0.0626}"	"{21, 12, -4, 33, {{-14, -1}, {-13, 3}, {-12, -4}, {-11, -1}, {-10, 12}, {-9, -21}, {-8, 18}, {-7, -1}, {-6, -24}, {-5, 44}, {-4, -50}, {-3, 42}, {-2, -20}, {-1, -9}, {0, 37}, {1, -49}, {2, 44}, {3, -26}, {4, 8}, {5, 1}, {6, -3}, {7, 1}}, {{-6, 1}, {-5, 1}, {-4, -3}, {-3, -5}, {-2, 12}, {-1, -4}, {0, -3}, {1, -4}, {2, 12}, {3, -5}, {4, -3}, {5, 1}, {6, 1}}}"
